"Name","Group","Hostname","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.input_length","model.params.num_classes","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.dimx","transforms.params.dimy","transforms.params.length","transforms.params.normalize","validator.name","validator.seed","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy_chunk","test_accuracy","test_loss","train_loss"
"fold_riscv64","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:07:17.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.01422798726707697","1","","0.0045045045045045045","0.0045045045045045045","13.10254443032401","0.0376758978632619"
"fold_ppc64el","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:07:04.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.00004396939038997516","1","","0.00709622480840193","0.00709622480840193","9.850790670939856","0.042180081805671565"
"fold_ppc64","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:06:51.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.026261817663908005","1","","0.949523473349806","0.949523473349806","0.09029866175519095","0.04096302515660101"
"fold_powerpcspe","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:06:38.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.002824363531544805","1","","0.9989901540015148","0.9989901540015148","0.004713589487965369","0.040398913728891775"
"fold_powerpc","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:06:24.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.006285413168370724","1","","1","1","0.00003866248791009559","0.04083255041245138"
"fold_mipsel","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:06:11.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.06531000882387161","1","","0.986225165562914","0.986225165562914","0.052868261144070304","0.03923106608970516"
"fold_mips64el","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:05:59.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.0117100290954113","1","","0.99652133580705","0.99652133580705","0.014658215689397527","0.040483905436463664"
"fold_mips","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:05:46.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.03998969122767448","1","","0.9927068723702664","0.9927068723702664","0.04990394400166614","0.03961198404910724"
"fold_m68k","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:05:33.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.0013796680141240358","1","","0.9977272727272728","0.9977272727272728","0.016816826342415093","0.03888223621292284"
"fold_ia64","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:05:20.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.10963978618383408","1","","0.009630818619582664","0.009630818619582664","23.03428393143874","0.04173616650602085"
"fold_i386","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:05:08.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.0027886489406228065","1","","0.914464670189861","0.914464670189861","0.1661350340116769","0.03451912931782155"
"fold_hppa","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:04:55.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.03364348039031029","1","","0.06335403726708075","0.06335403726708075","13.641600909985996","0.03728880335169744"
"fold_armhf","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:04:42.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.004514761734753847","1","","1","1","0.00173288358625238","0.038497888415869985"
"fold_armel","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:04:29.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.019419576972723007","1","","1","1","0.00028416895315898735","0.040896800445210366"
"fold_arm64","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:04:16.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.30866795778274536","1","","0.4130913091309131","0.4130913091309131","4.067968293240196","0.03887427266675112"
"fold_amd64","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:04:04.000Z","10","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.030641186982393265","1","","0.9322033898305084","0.9322033898305084","0.1706232043604056","0.034372176334727556"
"fold_alpha","logo Simple1d instructionwidth_type 16:03:49, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:03:50.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","13","simple-models-21240301","0.03718094527721405","1","","0.5565348778645177","0.5565348778645177","0.974872130250174","0.040111619492414305"
"overall_metrics","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:03:38.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","","","0.7162819648322009","","","",""
"fold_x32","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:03:25.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.01824401505291462","1","","0.9858716475095786","0.9858716475095786","0.1270474975026945","0.04239639698680119"
"fold_sparc64","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:03:12.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.02748270332813263","1","","0.98015873015873","0.98015873015873","0.08114528430339235","0.04305483878178512"
"fold_sparc","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:02:59.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.0010575080523267388","1","","0.9993975903614458","0.9993975903614458","0.0037458476689584456","0.04635762512325661"
"fold_sh4","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:02:46.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.2057901620864868","1","","0.9026981450252952","0.9026981450252952","0.2944092559878544","0.04730863574035387"
"fold_s390x","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:02:33.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.03709627315402031","1","","0.6548897682306388","0.6548897682306388","1.4311000247086798","0.04252357000451285"
"fold_s390","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:02:20.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.02289081364870071","1","","0.02943454686289698","0.02943454686289698","3.927975089461715","0.04394498594565435"
"fold_riscv64","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:02:06.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.05543347448110581","1","","0.020045045045045045","0.020045045045045045","6.192507185254779","0.046366748861845705"
"fold_ppc64el","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:01:53.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.02653135173022747","1","","0.02015327845586148","0.02015327845586148","7.572333812713623","0.046532799802201326"
"fold_ppc64","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:01:40.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.034356020390987396","1","","0.5330038828097423","0.5330038828097423","0.9491911504003736","0.04421988215742817"
"fold_powerpcspe","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:01:27.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.02790212631225586","1","","1","1","0.0003203321271543715","0.04428579016249453"
"fold_powerpc","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:01:13.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.026442956179380417","1","","0.9997245937758192","0.9997245937758192","0.0014743900284939994","0.045607917713932696"
"fold_mipsel","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:01:00.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.0833001509308815","1","","0.938543046357616","0.938543046357616","0.16154279174693562","0.045148337471554695"
"fold_mips64el","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:00:47.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.0041515156626701355","1","","0.9744897959183674","0.9744897959183674","0.07112306149621658","0.04681434593169761"
"fold_mips","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:00:34.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.053464192897081375","1","","0.9991584852734924","0.9991584852734924","0.00441048287315685","0.04760197080000413"
"fold_m68k","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:00:21.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.05659373104572296","1","","0.9979545454545454","0.9979545454545454","0.007903572917995547","0.04235100032357032"
"fold_ia64","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T15:00:08.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.011579240672290323","1","","0.008426966292134831","0.008426966292134831","18.282280408419098","0.04359584530491389"
"fold_i386","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:59:55.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.024862630292773247","1","","0.989038950871012","0.989038950871012","0.0439541466825176","0.038900979980993615"
"fold_hppa","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:59:42.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.05701420456171036","1","","0.20227743271221532","0.20227743271221532","6.511788443515175","0.04500334670040385"
"fold_armhf","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:59:29.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.02559560537338257","1","","0.9754693366708386","0.9754693366708386","0.07737067044668254","0.04444515913803161"
"fold_armel","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:59:16.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.11229158192873","1","","1","1","0.0002772978507652651","0.04654620898684514"
"fold_arm64","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:59:03.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.0008189314394257963","1","","0.9436193619361936","0.9436193619361936","0.1219992235695061","0.04751970042552847"
"fold_amd64","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:58:50.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.04558616876602173","1","","0.9115895556573522","0.9115895556573522","0.24616399677335352","0.04076495263612484"
"fold_alpha","logo Simple1d instructionwidth_type 15:58:36, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:58:37.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","12","simple-models-21240301","0.0035103161353617907","1","","0.6497104004029212","0.6497104004029212","0.34277164557623485","0.04515139193569751"
"overall_metrics","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:58:25.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","","","0.7684112246485814","","","",""
"fold_x32","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:58:11.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.0030885678716003895","1","","0.9815613026819924","0.9815613026819924","0.1741656322752684","0.03302019728658046"
"fold_sparc64","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:57:58.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.06025998294353485","1","","0.8891941391941391","0.8891941391941391","0.47830052272631574","0.03252254224214219"
"fold_sparc","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:57:44.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.00036317307967692614","1","","0.9991967871485944","0.9991967871485944","0.02237209560683905","0.03630458668001912"
"fold_sh4","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:57:31.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.01009372528642416","1","","0.5198988195615515","0.5198988195615515","0.4514228746455203","0.037077850806764776"
"fold_s390x","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:57:18.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.018188919872045517","1","","0.7063312605992086","0.7063312605992086","0.6420506813696453","0.035494202891945804"
"fold_s390","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:57:05.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.005967968143522739","1","","0.987412858249419","0.987412858249419","0.043023429420075296","0.03642017798874051"
"fold_riscv64","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:56:52.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.01840159296989441","1","","0.1810810810810811","0.1810810810810811","4.21104770047324","0.03430003975037035"
"fold_ppc64el","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:56:39.000Z","11","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.0002062599523924291","1","","0.04768663071246097","0.04768663071246097","2.839989049094064","0.035414898873157845"
"fold_ppc64","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:56:26.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.006966407876461744","1","","0.8577479703494528","0.8577479703494528","0.6647825734482871","0.03440881614195388"
"fold_powerpcspe","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:56:13.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.003238341771066189","1","","1","1","0.00023971919987095515","0.03623683109098423"
"fold_powerpc","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:56:00.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.006357432343065739","1","","0.9997245937758192","0.9997245937758192","0.0006828598554197366","0.03829651943975979"
"fold_mipsel","logo Simple1d instructionwidth_type 15:53:25, 11-03-2025","idun-06-01","finished","-","","","2025-03-11T14:55:47.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1d","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","512","","LOGO_architecture_wandb","11","simple-models-21240301","0.022873179987072945","1","","0.846887417218543","0.846887417218543","0.4047381175776659","0.033915539434220585"
