"Name","Hostname","Group","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.embedding_dim","model.params.input_length","model.params.num_classes","model.params.vocab_size","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.dimx","transforms.params.dimy","transforms.params.duplicate_to_n_channels","transforms.params.length","transforms.params.normalize","validator.n_splits","validator.name","validator.seed","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy_chunk","test_accuracy_file","test_dataset_size","test_loss","time_taken","train_dataset_size","train_loss"
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:31:46, 07-05-2025","finished","-","","","2025-05-07T17:32:47.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","9","kfold-all-22621667","0.005769855342805386","1","","0.9961097567301208","0.9961097567301208","19279","0.011058700687167472","","77116","0.038406797754288464"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:31:46, 07-05-2025","finished","-","","","2025-05-07T17:32:32.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","9","kfold-all-22621667","0.0029451872687786818","1","","0.9957985372685304","0.9957985372685304","19279","0.013888546685090248","","77116","0.037163392144749986"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:31:46, 07-05-2025","finished","-","","","2025-05-07T17:32:17.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","9","kfold-all-22621667","0.011033090762794018","1","","0.99527983816588","0.99527983816588","19279","0.0140959427904499","","77116","0.04253053577067099"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:31:46, 07-05-2025","finished","-","","","2025-05-07T17:32:02.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","9","kfold-all-22621667","0.01230525691062212","1","","0.9940349603195188","0.9940349603195188","19279","0.019371978714030975","","77116","0.03981187324236723"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:31:46, 07-05-2025","finished","-","","","2025-05-07T17:31:47.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","9","kfold-all-22621667","0.025405460968613625","1","","0.9938793505887236","0.9938793505887236","19279","0.01550585430833003","","77116","0.03861950752941246"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:30:20, 07-05-2025","finished","-","","","2025-05-07T17:31:34.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","8","kfold-all-22621667","","","0.9957259193941594","","","","","00:01:13","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:30:20, 07-05-2025","finished","-","","","2025-05-07T17:31:20.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","8","kfold-all-22621667","0.0296457689255476","1","","0.9965247160122414","0.9965247160122414","19279","0.010317367978998251","","77116","0.03738683225742553"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:30:20, 07-05-2025","finished","-","","","2025-05-07T17:31:05.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","8","kfold-all-22621667","0.014822169207036495","1","","0.9964728461019764","0.9964728461019764","19279","0.009686340166784524","","77116","0.037278115923354144"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:30:20, 07-05-2025","finished","-","","","2025-05-07T17:30:51.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","8","kfold-all-22621667","0.03410506248474121","1","","0.9946573992426994","0.9946573992426994","19279","0.013118613160055172","","77116","0.03904323602014094"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:30:20, 07-05-2025","finished","-","","","2025-05-07T17:30:36.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","8","kfold-all-22621667","0.03206541761755943","1","","0.9956429275377352","0.9956429275377352","19279","0.012441921327318238","","77116","0.035590547595377935"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:30:20, 07-05-2025","finished","-","","","2025-05-07T17:30:21.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","8","kfold-all-22621667","0.0778181403875351","1","","0.995331708076145","0.995331708076145","19279","0.012054722732005684","","77116","0.036656624344042286"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:28:53, 07-05-2025","finished","-","","","2025-05-07T17:30:08.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","7","kfold-all-22621667","","","0.994294309870844","","","","","00:01:14","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:28:53, 07-05-2025","finished","-","","","2025-05-07T17:29:54.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","7","kfold-all-22621667","0.16098237037658691","1","","0.995331708076145","0.995331708076145","19279","0.013127201760544896","","77116","0.03836446047173156"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:28:53, 07-05-2025","finished","-","","","2025-05-07T17:29:38.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","7","kfold-all-22621667","0.022503476589918137","1","","0.9951760983453498","0.9951760983453498","19279","0.01413045417811748","","77116","0.04015805004406102"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:28:53, 07-05-2025","finished","-","","","2025-05-07T17:29:23.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","7","kfold-all-22621667","0.007760671433061361","1","","0.9949686187042897","0.9949686187042897","19279","0.012928868057936149","","77116","0.03818778372707842"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:28:53, 07-05-2025","finished","-","","","2025-05-07T17:29:09.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","7","kfold-all-22621667","0.040171340107917786","1","","0.9928938222936874","0.9928938222936874","19279","0.018553236453853914","","77116","0.040868038209773506"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:28:53, 07-05-2025","finished","-","","","2025-05-07T17:28:53.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","7","kfold-all-22621667","0.012491188012063503","1","","0.9931013019347475","0.9931013019347475","19279","0.018075209681263676","","77116","0.03623942845284599"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:27:26, 07-05-2025","finished","-","","","2025-05-07T17:28:41.000Z","2","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","6","kfold-all-22621667","","","0.9954873178069402","","","","","00:01:14","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:27:26, 07-05-2025","finished","-","","","2025-05-07T17:28:27.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","6","kfold-all-22621667","0.03464684262871742","1","","0.9959541469993256","0.9959541469993256","19279","0.010808632173645027","","77116","0.043124803467228606"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:27:26, 07-05-2025","finished","-","","","2025-05-07T17:28:12.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","6","kfold-all-22621667","0.049979910254478455","1","","0.996161626640386","0.996161626640386","19279","0.011540276679750817","","77116","0.04453203138282824"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:27:26, 07-05-2025","finished","-","","","2025-05-07T17:27:57.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","6","kfold-all-22621667","0.057003431022167206","1","","0.9950723585248198","0.9950723585248198","19279","0.014894429272309212","","77116","0.04412318948352965"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:27:26, 07-05-2025","finished","-","","","2025-05-07T17:27:42.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","6","kfold-all-22621667","0.044151853770017624","1","","0.9964728461019764","0.9964728461019764","19279","0.008829836275457192","","77116","0.04368434509574494"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:27:26, 07-05-2025","finished","-","","","2025-05-07T17:27:27.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","6","kfold-all-22621667","0.06769778579473495","1","","0.9937756107681932","0.9937756107681932","19279","0.01834999732070067","","77116","0.04250628323158002"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:25:59, 07-05-2025","finished","-","","","2025-05-07T17:27:13.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","5","kfold-all-22621667","","","0.99634835831734","","","","","00:01:13","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:25:59, 07-05-2025","finished","-","","","2025-05-07T17:26:59.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","5","kfold-all-22621667","0.014549566432833672","1","","0.997147154935422","0.997147154935422","19279","0.008418288113150664","","77116","0.031522699988000794"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:25:59, 07-05-2025","finished","-","","","2025-05-07T17:26:44.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","5","kfold-all-22621667","0.00479097431525588","1","","0.9946573992426994","0.9946573992426994","19279","0.014678765241687028","","77116","0.03410703083577554"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:25:59, 07-05-2025","finished","-","","","2025-05-07T17:26:30.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","5","kfold-all-22621667","0.009708503261208534","1","","0.9967840655635666","0.9967840655635666","19279","0.00898866601916605","","77116","0.03262817376695141"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:25:59, 07-05-2025","finished","-","","","2025-05-07T17:26:16.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","5","kfold-all-22621667","0.008903531357645988","1","","0.9965765859225064","0.9965765859225064","19279","0.010329245481429926","","77116","0.03292614433081643"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:25:59, 07-05-2025","finished","-","","","2025-05-07T17:26:00.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","5","kfold-all-22621667","0.005620656535029411","1","","0.9965765859225064","0.9965765859225064","19279","0.011829756882966044","","77116","0.03339751635028892"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:24:34, 07-05-2025","finished","-","","","2025-05-07T17:25:46.000Z","4","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","4","kfold-all-22621667","","","0.9947715130452824","","","","","00:01:12","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:24:34, 07-05-2025","finished","-","","","2025-05-07T17:25:33.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","4","kfold-all-22621667","0.103384330868721","1","","0.994346179781109","0.994346179781109","19279","0.017668925719752204","","77116","0.04174344802518758"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:24:34, 07-05-2025","finished","-","","","2025-05-07T17:25:17.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","4","kfold-all-22621667","0.044579051434993744","1","","0.9949167487940246","0.9949167487940246","19279","0.01366345912162759","","77116","0.04282359640090823"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:24:34, 07-05-2025","finished","-","","","2025-05-07T17:25:03.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","4","kfold-all-22621667","0.10367746651172638","1","","0.9951760983453498","0.9951760983453498","19279","0.014385996698995566","","77116","0.04152802337696235"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:24:34, 07-05-2025","finished","-","","","2025-05-07T17:24:49.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","4","kfold-all-22621667","0.1798829287290573","1","","0.9949686187042897","0.9949686187042897","19279","0.01506683335187926","","77116","0.03955660497311298"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:24:34, 07-05-2025","finished","-","","","2025-05-07T17:24:34.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","4","kfold-all-22621667","0.05994643643498421","1","","0.9944499196016392","0.9944499196016392","19279","0.01274650584408334","","77116","0.04098064571008457"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:23:06, 07-05-2025","finished","-","","","2025-05-07T17:24:22.000Z","2","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","3","kfold-all-22621667","","","0.9938482286425644","","","","","00:01:15","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:23:06, 07-05-2025","finished","-","","","2025-05-07T17:24:06.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","3","kfold-all-22621667","0.03983091935515404","1","","0.9920120338191816","0.9920120338191816","19279","0.02110237421459881","","77116","0.03775074528143799"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:23:06, 07-05-2025","finished","-","","","2025-05-07T17:23:51.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","3","kfold-all-22621667","0.008167827501893044","1","","0.9945017895119042","0.9945017895119042","19279","0.014805415263710733","","77116","0.03725653055652443"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:23:06, 07-05-2025","finished","-","","","2025-05-07T17:23:36.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","3","kfold-all-22621667","0.009258892387151718","1","","0.994294309870844","0.994294309870844","19279","0.017253460061802266","","77116","0.03892267336605186"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:23:06, 07-05-2025","finished","-","","","2025-05-07T17:23:21.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","3","kfold-all-22621667","0.030375905334949493","1","","0.9939830904092536","0.9939830904092536","19279","0.017956604333644675","","77116","0.03623341605351287"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:23:06, 07-05-2025","finished","-","","","2025-05-07T17:23:06.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","3","kfold-all-22621667","0.015556609258055689","1","","0.9944499196016392","0.9944499196016392","19279","0.015485755377678672","","77116","0.03775330482826557"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:21:38, 07-05-2025","finished","-","","","2025-05-07T17:22:53.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","2","kfold-all-22621667","","","0.9939415944810416","","","","","00:01:14","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:21:38, 07-05-2025","finished","-","","","2025-05-07T17:22:39.000Z","12","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","2","kfold-all-22621667","0.03159445524215698","1","","0.9951760983453498","0.9951760983453498","19279","0.013285441596426374","","77116","0.03886649961031672"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:21:38, 07-05-2025","finished","-","","","2025-05-07T17:22:24.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","2","kfold-all-22621667","0.041172150522470474","1","","0.9928419523834224","0.9928419523834224","19279","0.018003322217248617","","77116","0.0413693815395352"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:21:38, 07-05-2025","finished","-","","","2025-05-07T17:22:09.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","2","kfold-all-22621667","0.06800267845392227","1","","0.9922713833705068","0.9922713833705068","19279","0.01971082491988473","","77116","0.04037806753472993"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:21:38, 07-05-2025","finished","-","","","2025-05-07T17:21:54.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","2","kfold-all-22621667","0.05266860872507095","1","","0.9941387001400488","0.9941387001400488","19279","0.01602028492896668","","77116","0.04033100315933869"
"fold_1","idun-07-09","kfold Simple2d instructionwidth_type 19:21:38, 07-05-2025","finished","-","","","2025-05-07T17:21:39.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","2","kfold-all-22621667","0.0335889495909214","1","","0.99527983816588","0.99527983816588","19279","0.012010256884409968","","77116","0.03835182074641933"
"overall_metrics","idun-07-09","kfold Simple2d instructionwidth_type 19:20:11, 07-05-2025","finished","-","","","2025-05-07T17:21:26.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","1","kfold-all-22621667","","","0.9931013019347475","","","","","00:01:14","",""
"fold_5","idun-07-09","kfold Simple2d instructionwidth_type 19:20:11, 07-05-2025","finished","-","","","2025-05-07T17:21:12.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","1","kfold-all-22621667","0.03792477771639824","1","","0.9917526842678562","0.9917526842678562","19279","0.022953840072962885","","77116","0.042566420373514574"
"fold_4","idun-07-09","kfold Simple2d instructionwidth_type 19:20:11, 07-05-2025","finished","-","","","2025-05-07T17:20:57.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","1","kfold-all-22621667","0.02818695083260536","1","","0.9912858550754708","0.9912858550754708","19279","0.02337972025073805","","77116","0.04190496366405357"
"fold_3","idun-07-09","kfold Simple2d instructionwidth_type 19:20:11, 07-05-2025","finished","-","","","2025-05-07T17:20:42.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","1","kfold-all-22621667","0.031784120947122574","1","","0.9956947974480004","0.9956947974480004","19279","0.011858702905050278","","77116","0.040674127588440814"
"fold_2","idun-07-09","kfold Simple2d instructionwidth_type 19:20:11, 07-05-2025","finished","-","","","2025-05-07T17:20:27.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","16","","","true","5","kfold_cv","1","kfold-all-22621667","0.05046270787715912","1","","0.9932050417552778","0.9932050417552778","19279","0.01803471605253867","","77116","0.041988897578176344"
