"Name","Hostname","Group","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.embedding_dim","model.params.input_length","model.params.num_classes","model.params.vocab_size","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.dimx","transforms.params.dimy","transforms.params.duplicate_to_n_channels","transforms.params.length","transforms.params.normalize","validator.name","validator.seed","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy_chunk","test_accuracy_file","test_loss","train_loss"
"fold_i386","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:59:57.000Z","102","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.025763075798749924","1","","0.8757095321980818","0.8757095321980818","0.34454035721719267","0.026112526816751955"
"fold_hppa","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:58:15.000Z","100","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.024149438366293907","1","","0.9865424430641822","0.9865424430641822","0.045818105217461526","0.029511465735489125"
"fold_armhf","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:56:34.000Z","100","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.004794222302734852","1","","0.9464330413016272","0.9464330413016272","0.13134863706571714","0.025841836919587222"
"fold_armel","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:54:55.000Z","98","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.02102874033153057","1","","0.999","0.999","0.002711267486105614","0.029604901350845023"
"fold_arm64","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:53:18.000Z","96","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.002581618959084153","1","","0.9727722772277227","0.9727722772277227","0.07372125935038193","0.027971179446723345"
"fold_amd64","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:51:41.000Z","95","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.0023142858408391476","1","","0.8605130554283097","0.8605130554283097","0.6377286083888316","0.020671158615420883"
"fold_alpha","idun-09-15","logo ResNet50 instructionwidth_type 06:50:01, 14-03-2025","finished","-","","","2025-03-14T05:50:01.000Z","99","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","4","all-experiments-21262944","0.001402093330398202","1","","0.7917401158398388","0.7917401158398388","0.5339032468341646","0.02936370919573775"
"overall_metrics","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:49:31.000Z","5","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","","","0.7913273510036828","","","",""
"fold_x32","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:47:33.000Z","117","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.003259016200900078","1","","0.9698275862068966","0.9698275862068966","0.100177409561597","0.028573395981186193"
"fold_sparc64","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:45:33.000Z","119","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.022281423211097717","1","","0.8876678876678876","0.8876678876678876","0.2726985837977666","0.026522355784089593"
"fold_sparc","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:43:34.000Z","118","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.017284182831645012","1","","0.8636546184738956","0.8636546184738956","0.3925818613706491","0.029329935499150295"
"fold_sh4","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:41:40.000Z","113","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0020236936397850513","1","","0.9957841483979764","0.9957841483979764","0.013700658797226366","0.0304237725998603"
"fold_s390x","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:39:43.000Z","115","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.012360342778265476","1","","0.41209723007348786","0.41209723007348786","1.342088068170207","0.02924423754757362"
"fold_s390","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:37:47.000Z","115","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0004935669130645692","1","","0.35360185902401237","0.35360185902401237","1.4028051870840568","0.030348736020102234"
"fold_riscv64","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:35:53.000Z","113","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.09100811183452606","1","","0.8860360360360361","0.8860360360360361","0.2757729439863137","0.026998364669669803"
"fold_ppc64el","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:33:58.000Z","113","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.13665029406547546","1","","0.9835367584445076","0.9835367584445076","0.040490026685022586","0.03076298884150188"
"fold_ppc64","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:32:03.000Z","114","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0019376628333702683","1","","0.705259442287328","0.705259442287328","0.8346225122610728","0.027134750215367338"
"fold_powerpcspe","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:30:09.000Z","113","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.005243931896984577","1","","0.9964655390053015","0.9964655390053015","0.017836884843305714","0.03080417453297285"
"fold_powerpc","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:28:18.000Z","110","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.003957531414926052","1","","0.9994491875516388","0.9994491875516388","0.0016732804867563558","0.029520382311351692"
"fold_mipsel","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:26:30.000Z","107","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0009361518896184862","1","","0.9851655629139072","0.9851655629139072","0.054659011189715334","0.029987659665433698"
"fold_mips64el","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:24:42.000Z","106","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.01086110807955265","1","","0.7711038961038961","0.7711038961038961","0.5619090002249268","0.029474277672658967"
"fold_mips","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:22:54.000Z","106","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.014036331325769424","1","","0.988499298737728","0.988499298737728","0.04326708280547921","0.025975213078010945"
"fold_m68k","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:21:08.000Z","105","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0026319625321775675","1","","0.9152272727272728","0.9152272727272728","0.27218561317177786","0.02882443798212263"
"fold_ia64","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:19:25.000Z","102","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0006595595041289926","1","","0.0004012841091492777","0.0004012841091492777","5.06753728328607","0.030805573343706497"
"fold_i386","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:17:43.000Z","100","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0017648502252995968","1","","0.7733411626541398","0.7733411626541398","0.738995435833931","0.02735402621903973"
"fold_hppa","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:16:02.000Z","99","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0006311651668511331","1","","0.9660455486542444","0.9660455486542444","0.1117975408897588","0.028951333778469247"
"fold_armhf","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:14:24.000Z","97","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.08684398978948593","1","","0.944430538172716","0.944430538172716","0.15734174980648927","0.02820912592977547"
"fold_armel","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:12:44.000Z","98","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0014520194381475449","1","","0.99625","0.99625","0.010914886161492813","0.032640382141845364"
"fold_arm64","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:11:05.000Z","97","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0007115487242117524","1","","0.9848734873487348","0.9848734873487348","0.04915151333338336","0.030071619252397295"
"fold_amd64","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:09:28.000Z","95","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.0007292779628187418","1","","0.875171781951443","0.875171781951443","0.5412792604470599","0.01979834720986116"
"fold_alpha","idun-09-15","logo ResNet50 instructionwidth_type 06:07:49, 14-03-2025","finished","-","","","2025-03-14T05:07:49.000Z","97","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","3","all-experiments-21262944","0.13854818046092987","1","","0.12213548224628556","0.12213548224628556","9.801869869232178","0.03287003009294476"
"overall_metrics","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T05:07:11.000Z","5","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","","","0.7552155194771513","","","",""
"fold_x32","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T05:05:07.000Z","123","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.05946943536400795","1","","0.9691091954022988","0.9691091954022988","0.12189857944706475","0.028939374105341243"
"fold_sparc64","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T05:03:04.000Z","122","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.00833117961883545","1","","0.948107448107448","0.948107448107448","0.1338784649538306","0.029749667661442963"
"fold_sparc","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T05:01:01.000Z","121","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.00223013898357749","1","","0.9542168674698795","0.9542168674698795","0.14004567809976065","0.030266063411316352"
"fold_sh4","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:59:02.000Z","118","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0012407806934788823","1","","0.7347386172006746","0.7347386172006746","0.49328128528851334","0.03021681047237924"
"fold_s390x","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:56:57.000Z","123","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.002713302616029978","1","","0.13708309779536462","0.13708309779536462","2.2592174112796783","0.03089428673080569"
"fold_s390","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:54:57.000Z","119","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0017103557474911213","1","","0.009876065065840434","0.009876065065840434","5.617366355142476","0.030498284905425437"
"fold_riscv64","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:52:59.000Z","117","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0012622744543477893","1","","0.7684684684684685","0.7684684684684685","0.525670301914215","0.02825941980700009"
"fold_ppc64el","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:50:59.000Z","119","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0005994841339997947","1","","0.9650865739426624","0.9650865739426624","0.12335232618663992","0.03244481049679496"
"fold_ppc64","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:49:01.000Z","117","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0013054829323664308","1","","0.8743381574302859","0.8743381574302859","0.4558843344449997","0.029208379551290065"
"fold_powerpcspe","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:47:04.000Z","115","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.005672691389918327","1","","0.9989901540015148","0.9989901540015148","0.005141740676105743","0.02906092161551975"
"fold_powerpc","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:45:10.000Z","113","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0017960002878680823","1","","0.9997245937758192","0.9997245937758192","0.002516736278490147","0.02992468380654263"
"fold_mipsel","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:43:19.000Z","109","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.01275237277150154","1","","0.987814569536424","0.987814569536424","0.03535178712553392","0.029773515219114702"
"fold_mips64el","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:41:25.000Z","113","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.004067139234393835","1","","0.8798701298701299","0.8798701298701299","0.32621558076318574","0.030845295227884463"
"fold_mips","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:39:35.000Z","108","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.06841136515140533","1","","0.9890603085553996","0.9890603085553996","0.03730283942007061","0.030568678268071952"
"fold_m68k","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:37:46.000Z","107","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.11692989617586136","1","","0.5195454545454545","0.5195454545454545","1.6919094609177632","0.03201836243113801"
"fold_ia64","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:35:59.000Z","106","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.03515002131462097","1","","0.0004012841091492777","0.0004012841091492777","10.269828172830437","0.03210243230990764"
"fold_i386","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:34:13.000Z","105","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.0003879032155964523","1","","0.8467410452143277","0.8467410452143277","0.4966507009230554","0.026290135129220123"
"fold_hppa","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:32:27.000Z","104","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.003947485238313675","1","","0.8809523809523809","0.8809523809523809","0.2803039205701728","0.03229462460907691"
"fold_armhf","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:30:39.000Z","106","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.13397422432899475","1","","0.9474342928660826","0.9474342928660826","0.14682089452380462","0.03022473222445316"
"fold_armel","idun-09-15","logo ResNet50 instructionwidth_type 05:23:55, 14-03-2025","finished","-","","","2025-03-14T04:28:54.000Z","104","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","32","32","3","","true","LOGO_architecture_wandb","2","all-experiments-21262944","0.07267655432224274","1","","0.99975","0.99975","0.0015504307608381848","0.031317700087872415"
